Entity ID,Annual Clients,Infraction Type,Infraction Timeline,Public Complaints,Sentiment Analysis,Inspection Results,Total Risk Score,Risk Category,Predicted Risk Category,Phone Number,Address
E0195,35,None,None,None,Flagged,Pass,7,Moderate,Moderate,592-401-3145,"9804 Bridges Flats
East Gabrielborough, NL P8H4J7"
E0196,31,None,None,None,None,Pass,6,Low,Low,(655)474-3483x98940,"6531 Schultz Summit Apt. 669
Lindamouth, BC E3H9J2"
E0197,88,None,None,Minor,Flagged,None,10,Moderate,Moderate,001-596-671-7865,"1795 Gonzales Springs
South Sharon, BC R4P5S4"
E0198,135,None,None,None,Flagged,Pass,7,Moderate,Moderate,(611)912-5731x948,"438 Joseph Groves
Floreston, NL M9N 1J1"
E0199,135,Minor,None,None,None,Pass,7,Moderate,Moderate,(965)577-1926,"542 Robinson Underpass
New Charlesport, NB S6K1S8"
E0200,99,None,None,None,None,Pass,6,Low,Low,611-945-1862,"73519 Jennifer Divide
Anthonyville, NU S4G 3S3"
E0201,122,None,Within past year,None,None,Pass,8,Moderate,Moderate,575.266.5694x1962,"62390 Manning Gardens Suite 105
North Lisahaven, ON L1K 3E5"
E0202,108,None,None,None,None,Pass,6,Low,Low,(615)235-8129x512,"9014 Lawson Highway
North Cameronland, NL T1G2L4"
E0203,199,None,None,Minor,None,Fail,8,Moderate,Moderate,950.917.4341,"71769 Gregory Drives Apt. 426
Cruzstad, NT B1Y 3G4"
E0204,182,Minor,None,None,None,Pass,7,Moderate,Moderate,(809)657-5601x67709,"72342 Billy Spur
East Aaronfurt, NU K6R2P8"
E0205,17,None,None,Minor,None,Pass,7,Moderate,Moderate,359-296-1789x14005,"92097 Jocelyn Springs
Lake Richard, NL J3S5B6"
E0206,122,None,None,None,None,Pass,6,Low,Low,001-992-235-4896x11717,"342 Jackson Underpass
South Henry, SK K6Y 6T4"
E0207,17,None,None,None,None,Pass,6,Low,Low,(999)590-6909,"90368 Smith Hills
Taylorbury, NB V5Y 1L7"
E0208,14,None,None,Minor,None,Pass,7,Moderate,Moderate,854-457-1561x802,"5148 Johnson Gateway
Thompsonborough, QC A3P8H9"
E0209,116,None,None,None,None,Pass,6,Low,Low,913.617.4284x05624,"1551 Harris Radial
Port Laurie, MB X8V9M2"
E0210,50,None,None,None,None,Pass,6,Low,Low,3804995138,"38533 Steven Locks Suite 656
Ramirezville, NU X9V 3H8"
E0211,167,None,None,None,None,Pass,6,Low,Low,001-891-547-8542x2075,"59711 Jerry Rapid Suite 386
Dennisberg, NL X2S 2E2"
E0212,25,None,None,None,None,None,8,Moderate,Low,722.327.6916x061,"832 Sarah Streets Suite 755
Fryeshire, PE C7M4T8"
E0213,72,None,None,None,Flagged,Pass,7,Moderate,Moderate,2465717328,"609 Matthew Plains Apt. 542
South Donaldfurt, YT R3H 6G4"
E0214,168,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-959-665-5022,"70452 Sanders Heights
South Catherinebury, NL A5K7G3"
E0215,108,None,None,None,None,Pass,6,Low,Low,836.375.4092,"1763 Deborah Haven
Carsonville, AB L2E5E7"
E0216,133,None,None,None,None,Pass,6,Low,Low,266-953-5991,"812 Contreras Expressway Suite 284
Gibsonton, YT G6E 2J6"
E0217,41,None,None,None,None,Pass,6,Low,Low,241.833.5027,"5090 Soto Mission
Scottfort, PE G4B7M6"
E0218,125,None,None,None,None,Fail,7,Moderate,Moderate,985.286.7081x52351,"48686 Williams Grove
Lake Dawnland, NB K3N 4M5"
E0219,48,None,None,Major,None,Pass,8,Moderate,Moderate,001-653-320-2415x90708,"5340 Mcdonald Village Apt. 886
Port Elizabeth, NU B1P 4N7"
E0220,160,None,None,None,Flagged,Pass,7,Moderate,Moderate,309-341-3149x79728,"231 Kevin Radial
Lloydton, YT S8M 5E6"
E0221,13,None,None,None,None,Pass,6,Low,Low,6383674101,"195 Lopez Mountain Suite 006
East Haleystad, MB B8V3M1"
E0222,83,None,None,None,None,Pass,6,Low,Low,001-744-271-4860,"5260 Abigail Manor
Robinstad, PE A1L3X8"
E0223,164,None,None,Minor,Flagged,Pass,8,Moderate,Moderate,001-533-644-3360x82856,"06855 Kelly Fords
Beckerchester, NB L3A 1R1"
E0224,185,None,None,None,None,Pass,6,Low,Low,(462)712-4213x5732,"082 Marissa Prairie
West Laura, SK J9L6V2"
E0225,157,None,None,None,None,Pass,6,Low,Low,585-835-3319,"69826 Baird Land Suite 310
North Tylershire, SK S1Y4J1"
E0226,77,None,None,None,None,Pass,6,Low,Low,444-748-9192x29016,"789 Laura Gardens Apt. 312
Luketon, NL P1K 6P6"
E0227,33,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate,Moderate,001-787-947-3941x9557,"546 Tara Circles Suite 548
North James, YT H1B9T6"
E0228,30,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate,Moderate,001-634-929-2875x93710,"40423 David Orchard
Flynnstad, ON K7P3H2"
E0229,161,None,None,None,None,Pass,6,Low,Low,(760)302-7664x90258,"8662 Ryan Vista Suite 830
Port Tracy, QC G7L5R7"
E0230,85,Major,None,None,None,Pass,8,Moderate,Moderate,001-507-643-3675x236,"045 Cody Trace Apt. 918
Ashleyburgh, NT T6Y 9B4"
E0231,198,None,None,None,None,Pass,6,Low,Low,+1-657-457-3457x344,"743 Amanda Islands
West April, MB C3T6A6"
E0232,143,Minor,Within past year,None,None,Pass,9,Moderate,Moderate,295.613.1486x426,"132 Julie Passage Apt. 618
Port Matthewside, NB H6K 5M8"
E0233,165,None,None,None,None,Pass,6,Low,Low,(724)209-7570x4302,"0285 Nixon Roads Suite 463
West Jason, MB M3E4N5"
E0234,68,None,None,None,None,Fail,7,Moderate,Moderate,281-698-4133x6009,"72554 Ivan Trafficway
Bradleyside, PE M7C 8V6"
E0235,55,None,None,None,None,Pass,6,Low,Low,001-330-228-7394x819,"61315 Martin Lane Suite 221
Kristybury, NU R6X 6M7"
E0236,120,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,737-469-4096,"34888 Cannon Locks Apt. 546
Kathychester, NT G6M2J3"
E0237,67,None,None,None,None,Pass,6,Low,Low,343-870-7230x327,"6996 Stephanie Garden Suite 529
Haydenburgh, MB J5S6J2"
E0238,147,None,Within past year,None,None,Pass,8,Moderate,Moderate,+1-558-623-0869x468,"896 Obrien Skyway Suite 162
West Scott, YT C3X 6R8"
E0239,169,None,None,Minor,None,Pass,7,Moderate,Moderate,+1-533-943-2408x3783,"710 Douglas Wells
Bensonmouth, AB L5S1N6"
E0240,138,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,+1-731-764-2327x5505,"1419 Jessica Harbors Apt. 328
Sandrastad, NB X4T7R4"
E0241,54,Minor,None,None,None,Pass,7,Moderate,Moderate,(765)993-8424,"6052 Stafford Via
Port Christopher, QC G6G2A2"
E0242,168,Minor,None,None,Flagged,Pass,8,Moderate,Moderate,7173832930,"69495 Sean Ranch Apt. 736
Sergioport, NU L2T 5E6"
E0243,106,None,None,None,None,Pass,6,Low,Low,941-744-3813x792,"587 Mccoy Ridges
Bonillaville, PE T1Y 2M7"
E0244,169,None,None,None,Flagged,Fail,8,Moderate,Moderate,+1-824-365-8047,"57416 Kevin Route
West Timothy, SK K8V2H9"
E0245,134,None,None,None,None,Pass,6,Low,Low,001-332-790-8170x623,"69189 Williams Crossing Apt. 460
Traceyview, NU L8R 1E6"
E0246,101,None,None,None,None,Pass,6,Low,Low,6806318503,"47379 Jennifer Stream
Autumnmouth, ON M3Y7G8"
E0247,130,None,None,Minor,Flagged,Pass,8,Moderate,Moderate,(879)737-2282x239,"95293 Freeman Stream
East Matthew, NU K9G 2J8"
E0248,171,Major,None,None,None,Pass,8,Moderate,Moderate,001-793-772-9305x3527,"1907 Gray Hill
Brownfort, QC E3V 3S1"
E0249,171,None,None,Minor,None,Pass,7,Moderate,Moderate,439.969.7584x9480,"701 Sarah Loop Suite 407
Richardsburgh, NT N1A7E8"
E0250,198,None,None,None,None,Pass,6,Low,Low,+1-911-880-6495x978,"4311 Jimenez Ports
West Alejandra, ON G1Y 5A4"
E0251,183,None,None,None,None,Pass,6,Low,Low,694.517.3928,"958 Woodard Ports Apt. 752
Aaronmouth, QC C5B 3L2"
E0252,93,None,None,None,None,Pass,6,Low,Low,001-861-902-0360x636,"5621 Anthony Divide
West Michaela, SK J9B 7E6"
E0253,168,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,280.822.1175x22510,"007 Ramos Springs Suite 960
Bergerfurt, NU R1P5J9"
E0254,175,None,None,None,None,Pass,6,Low,Low,+1-976-873-1329x0429,"730 Christopher Road
New Jeremy, SK L6H 7J9"
E0255,103,None,None,None,None,Pass,6,Low,Low,001-997-322-4383x9156,"3469 Amanda Roads
South Stephanieborough, NL G5P 8B5"
E0256,177,None,Within past year,None,None,Pass,8,Moderate,Moderate,001-815-803-2484x6889,"150 Fuller Corner
New Michele, NS V1R 9H1"
E0257,103,None,None,None,None,Pass,6,Low,Low,(378)805-2317x8081,"147 Alice Shore Apt. 682
South Katie, QC X8E 4M6"
E0258,96,None,None,None,Flagged,Pass,7,Moderate,Moderate,2387391244,"9905 Amy Union
Jeanneland, NS A7H2N9"
E0259,165,Major,None,None,None,Pass,8,Moderate,Moderate,(225)314-0402,"2586 Richardson Row
Curtisport, AB J4G 9Y9"
E0260,158,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-798-553-2564,"64138 Lowe Coves
Jeremychester, PE M3H9K2"
E0261,162,Minor,None,None,None,Pass,7,Moderate,Moderate,841.589.1041x7264,"724 Michael Court Apt. 219
North Frederick, MB H9H 9Y1"
E0262,173,None,None,None,None,Pass,6,Low,Low,001-810-503-7808x345,"3899 Carlson Point Suite 058
North Sean, QC T7P5Y8"
E0263,79,None,None,None,None,Pass,6,Low,Low,+1-704-842-8763,"85948 Oliver Union
North Jonathanmouth, NT R8G 7X3"
E0264,150,Minor,None,None,None,Pass,7,Moderate,Moderate,589-419-8236x97598,"5804 Jennifer Island Suite 603
Mosesmouth, BC L6H2T1"
E0265,179,None,None,None,None,Pass,6,Low,Low,741-478-5782x512,"440 Payne Forks
North Lauren, ON T3J6A3"
E0266,98,None,None,None,None,Pass,6,Low,Low,(970)955-6119x6930,"8330 Atkins Glen
Port Vernon, MB H6E 9L2"
E0267,154,None,None,Minor,None,Pass,7,Moderate,Moderate,(361)784-9249,"305 Duke Orchard Apt. 769
New Katherineburgh, SK R1A 3N5"
E0268,163,None,None,None,None,Pass,6,Low,Low,(412)529-4265x072,"91793 Collins Creek Apt. 945
South Andreaport, BC G3Y1K4"
E0269,57,Minor,None,None,None,Pass,7,Moderate,Moderate,794-264-4950,"961 David Club
Lake John, NU P7Y4S5"
E0270,116,None,None,None,None,Fail,7,Moderate,Moderate,+1-946-555-6170x43130,"036 David Valleys Suite 437
South Erika, MB G2G 8E3"
E0271,107,None,None,None,None,Pass,6,Low,Low,001-241-366-6132x75286,"415 Fitzgerald Pike
Scottburgh, BC C3J8E8"
E0272,43,None,None,None,None,Pass,6,Low,Low,+1-967-599-9666x540,"1959 Lindsey Manors
Robertville, YT N5A 8V6"
E0273,65,None,None,None,Flagged,Fail,8,Moderate,Moderate,+1-656-296-3027x7595,"4755 Jeremy Station Suite 949
West Kathy, QC R4E5H4"
E0274,65,None,None,None,Flagged,Pass,7,Moderate,Moderate,406.389.1663x5375,"19550 Gutierrez Islands
Thomasland, NT K7K7X7"
E0275,192,None,None,None,None,Pass,6,Low,Low,+1-233-484-5920x328,"365 Taylor Valleys
Danielport, BC S1L 3J4"
E0276,93,None,None,None,None,Pass,6,Low,Low,001-963-882-2272,"12885 Jason Groves
Port Daniel, SK M5S6T1"
E0277,72,None,None,None,None,Pass,6,Low,Low,320.693.9294x549,"68487 Melissa Estate
Wilsonfurt, NT S4Y 7G8"
E0278,142,None,None,None,Flagged,Pass,7,Moderate,Moderate,(293)642-1938x65177,"71579 John Hollow Apt. 600
Walshshire, SK V4S 2R8"
E0279,20,None,None,None,None,Pass,6,Low,Low,001-730-508-3940x61477,"9597 Jill Rapids
Jeanbury, MB A6C4S1"
E0280,199,None,None,None,Flagged,Pass,7,Moderate,Moderate,711.215.3458,"02017 Ramos Lodge Apt. 276
Brownchester, AB L8P 2V9"
E0281,177,None,Within past year,None,Flagged,Pass,9,Moderate,Moderate,(698)473-2087x83034,"80945 Castillo Key Apt. 390
Lake Katelynbury, BC R7V6E2"
E0282,113,None,None,None,None,Pass,6,Low,Low,839.415.5532,"574 Hudson Parkway
Port Dawn, NB E5X3P5"
E0283,179,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,(812)794-1148,"77559 Russell Shores Suite 161
Wrightchester, QC N2Y 7G2"
E0284,162,None,None,None,None,Pass,6,Low,Low,001-494-924-8389x742,"39021 Coffey Mountain
Margaretview, ON E8S 7H6"
E0285,13,None,None,None,None,Pass,6,Low,Low,(217)646-1957x78893,"80677 Fischer Branch
West Christopherton, AB C3C 2B8"
E0286,99,None,None,None,None,Pass,6,Low,Low,(458)593-7612,"608 Meyers Drive Suite 972
South Guy, ON V6M 8M8"
E0287,190,None,None,None,None,Pass,6,Low,Low,(607)266-6744,"41442 Derek Hollow
Garrisontown, SK P2R 8K7"
E0288,123,None,None,None,None,Pass,6,Low,Low,(996)641-5494,"1177 Rosales Port Suite 580
Gomezshire, MB L7M2S3"
E0289,140,None,None,None,None,Pass,6,Low,Low,963-594-8202,"464 Edward Isle Apt. 776
New Alexis, NS A8E7R4"
E0290,92,None,None,None,None,Pass,6,Low,Low,+1-291-622-4466,"456 Laura Lakes Suite 903
Lake Andrew, PE J2P 8S5"
E0291,168,None,None,Major,None,Pass,8,Moderate,Moderate,979.921.2497x71983,"688 Steven Shore
Wheelerside, NT S6R2E4"
E0292,38,Minor,Within past 1-3 years,None,None,Pass,8,Moderate,Moderate,269-939-9344x8780,"048 Rice Manors Apt. 939
Austinfort, NS A5V 2V4"
E0293,71,None,None,None,None,Pass,6,Low,Low,+1-545-480-9961x747,"69479 Kristen Mill Suite 636
Calebport, NS H5N2K2"
E0294,58,None,Within past year,Minor,None,Pass,9,Moderate,Moderate,681.463.4577x6307,"297 Taylor Orchard Suite 264
Melissahaven, YT L6K7G5"
E0295,120,None,None,None,None,Pass,6,Low,Low,001-762-724-1636,"63554 Johnson Locks
Knappport, MB M2M4C7"
E0296,168,None,None,None,Flagged,Pass,7,Moderate,Moderate,(385)634-2424x032,"2403 Alvarado Courts Suite 412
East Kimchester, NU R8K2M4"
E0297,157,None,Within past 1-3 years,None,None,Fail,8,Moderate,Moderate,(273)679-3407x5624,"10329 Cynthia Centers Suite 715
Stevenberg, NS R6X 4E6"
E0298,164,None,None,None,None,Pass,6,Low,Low,457-870-6762x19505,"831 Gaines Bridge
North Andrea, NT K5E 1H8"
E0299,103,None,None,Major,None,Pass,8,Moderate,Moderate,926.533.1296x430,"6580 Garcia Vista
New Danielstad, NL V8K6B5"
E0300,148,None,None,None,None,Pass,6,Low,Low,525.804.8475,"88636 David Inlet
Jasmineshire, NS N8C 4L1"
E0301,32,None,None,None,None,Pass,6,Low,Low,229-998-1151,"7179 Kayla Center Apt. 971
Lake Nathanieltown, ON A2B 9M1"
E0302,142,Minor,None,None,None,Fail,8,Moderate,Moderate,(281)556-9564,"4537 William Shore Suite 776
Donovanchester, BC E3T 6L9"
E0303,99,None,None,None,None,Fail,7,Moderate,Moderate,539.248.1476,"247 Butler Dale
Sandrafort, ON R1S 6B1"
E0304,35,None,None,Minor,None,Pass,7,Moderate,Moderate,001-728-939-9148x91170,"8096 Ray Fort Apt. 831
Reedville, NB E7P6G5"
E0305,72,Minor,Within past year,None,None,Pass,9,Moderate,Moderate,976-431-3399,"779 Stone Overpass
Figueroatown, YT H9J 8C8"
E0306,103,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-807-460-5693x793,"196 Walker Isle
South Josephfurt, NS K6X3A2"
E0307,168,None,None,None,None,Pass,6,Low,Low,7363753772,"6132 Todd Hills Suite 051
Lake Maryfort, NT L9G 4C8"
E0308,82,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-589-747-1010x49660,"7447 Gutierrez Cliffs Apt. 203
Elizabethton, NL C8T3P7"
E0309,14,None,None,None,Flagged,Pass,7,Moderate,Moderate,635-769-7963,"10167 Roy Squares
New Garrettton, NL E3M 1M9"
E0310,29,None,None,Minor,None,Pass,7,Moderate,Moderate,346.226.1203x8934,"9275 Jessica Parks
Carolland, SK G5P 6Y6"
E0311,133,None,None,None,None,Pass,6,Low,Low,346-892-5181x729,"668 Maxwell Unions
East Michael, AB H5K 6E2"
E0312,26,None,None,None,None,Pass,6,Low,Low,388-924-6721,"12767 Perry Oval Apt. 739
Kendratown, AB M7T 9H4"
E0313,83,None,None,None,Flagged,Pass,7,Moderate,Moderate,440-458-2011,"320 Sean Forges
Barrstad, NT H9N 2S8"
E0314,64,None,None,None,Flagged,Pass,7,Moderate,Moderate,863.269.9683,"050 Lewis Shores Apt. 027
Prattbury, NT C6L4B2"
E0315,100,None,None,None,None,Fail,7,Moderate,Moderate,(332)602-8023x90189,"0294 Jacob Loop
Tylerview, MB G7N 7V1"
E0316,43,None,Within past year,None,None,Pass,8,Moderate,Moderate,377-419-0875,"748 Jeffery Fort Apt. 875
Jennifermouth, NT B8A 4L7"
E0317,66,Minor,None,None,None,Pass,7,Moderate,Moderate,985-853-7972x09791,"638 Medina Green
Lisaville, YT M7R 8B1"
E0318,55,None,None,None,None,Fail,7,Moderate,Moderate,+1-896-685-4661x8128,"26543 Bianca Flat Apt. 009
Lisahaven, YT R9C6B6"
E0319,37,None,None,None,None,Pass,6,Low,Low,001-619-935-7400,"338 Daniel Common
Miguelchester, NL L2P 8N6"
E0320,147,None,None,None,None,Pass,6,Low,Low,497.660.1485,"270 George Streets
Burnstown, BC N7G8L7"
E0321,124,None,None,None,None,Pass,6,Low,Low,+1-860-999-6816x2225,"056 Katherine Hill
Colefort, BC V5C 6H5"
E0322,47,None,None,None,None,Pass,6,Low,Low,001-815-712-0107x626,"5104 Long Track
West Christinabury, NT P9A6T2"
E0323,19,Minor,Within past 1-3 years,None,Flagged,Pass,9,Moderate,Moderate,667.422.7088,"08433 Sean Springs Apt. 015
Port Juan, NU X4T9A4"
E0324,59,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,001-366-590-1199x06374,"390 Campbell Ports
Sherriside, SK A2G 2S1"
E0325,29,None,None,None,None,Pass,6,Low,Low,9332832198,"40967 Alexis Junction Apt. 292
New Eduardo, NT Y4V 3Y3"
E0326,22,Minor,None,None,Flagged,Pass,8,Moderate,Moderate,901-985-8923x845,"88400 Christian Underpass Suite 815
South Cynthia, NT R2N 9V7"
E0327,130,None,None,None,Flagged,Pass,7,Moderate,Moderate,001-693-467-9305,"495 William Villages Apt. 727
Lake Theresamouth, PE J9M3N1"
E0328,70,None,None,None,None,Pass,6,Low,Low,4538660107,"92052 Caroline Islands Apt. 562
Lake Joseph, NT J7A1L5"
E0329,53,None,None,Minor,None,Pass,7,Moderate,Moderate,(778)805-0882x48704,"2154 Kelley Centers Suite 515
Stevenfort, NT H5X 9H5"
E0330,149,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,001-634-706-3316x343,"05015 Michelle Glens Suite 728
Tammyburgh, YT B5M3E2"
E0331,54,None,None,None,None,Pass,6,Low,Low,(881)374-7142,"87195 Jacob Lake Apt. 748
Arellanoview, QC R3M 7T4"
E0332,45,None,None,Major,None,None,10,Moderate,Moderate,277.601.0224x37597,"9345 Rebecca Highway Suite 867
Lake Anita, NS Y9G3P4"
E0333,99,None,None,Minor,None,Pass,7,Moderate,Moderate,(299)854-2949x14224,"12474 Mccullough Haven Apt. 523
Harperville, NU S2T8P1"
E0334,178,Minor,None,None,Flagged,Pass,8,Moderate,Moderate,001-911-953-1962x21069,"9292 Day Bridge
Hallmouth, AB H5K 9C5"
E0335,139,None,None,Minor,Flagged,Pass,8,Moderate,Moderate,(306)598-9102,"6445 Deanna Center Apt. 285
Michaelhaven, NS T3B 9G1"
E0336,107,None,None,None,None,Pass,6,Low,Low,281-257-3096x2838,"13807 Edwin Spur Suite 256
Lake Wendy, NT V4E 5P1"
E0337,117,None,None,None,None,Pass,6,Low,Low,001-356-328-5094x9394,"2319 Margaret Islands
Paulbury, QC R1N 8K2"
E0338,143,None,Within past year,None,None,Pass,8,Moderate,Moderate,+1-233-623-2147,"80399 Zachary Lake Apt. 995
North Keithburgh, PE K1T1G8"
E0339,140,Minor,None,None,None,Pass,7,Moderate,Moderate,(299)971-8297x9208,"7533 Logan Islands Apt. 321
New Renee, NB A2T 4P9"
E0340,168,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-609-311-6235x6704,"74367 Robinson Lodge
West Anthonyburgh, QC M2N 5C9"
E0341,174,None,None,None,Flagged,Pass,7,Moderate,Moderate,001-299-817-4480x943,"94334 Amanda Cliff
East Alejandrohaven, BC X1Y 5T9"
E0342,176,None,None,None,None,Pass,6,Low,Low,754.664.5695,"905 Mccoy Bypass
South Lisaville, NS K7L8J8"
E0343,48,None,None,None,None,Fail,7,Moderate,Moderate,825-586-8082,"21950 Kimberly Burgs Suite 111
West Jonathan, QC R8N 1G5"
E0344,17,None,None,None,Flagged,Pass,7,Moderate,Moderate,(311)714-6141,"675 Kelly Shoal
Paynehaven, ON B8R 7X2"
E0345,170,None,None,None,None,Fail,7,Moderate,Moderate,+1-354-619-9443,"8419 Dana Heights Suite 549
Sawyertown, AB M4S 9G8"
E0346,32,None,None,None,Flagged,Pass,7,Moderate,Moderate,9635466132,"375 Taylor Lakes Apt. 464
Melaniebury, AB A6L2Y1"
E0347,161,Minor,None,None,None,Pass,7,Moderate,Moderate,+1-232-417-9015x92774,"468 John Summit
Port Michaelland, NL S8G5V3"
E0348,115,None,Within past year,None,None,Pass,8,Moderate,Moderate,+1-723-418-7165x30424,"266 Jeffrey Islands Suite 740
Reginafort, SK S6B9J7"
E0349,175,Minor,None,None,None,Pass,7,Moderate,Moderate,+1-760-790-5107x19147,"4929 Jason Centers
Nicholsbury, QC V9T 3V2"
E0350,22,None,None,None,None,Pass,6,Low,Low,666-723-8480x996,"66302 John Prairie Suite 344
North Jamesmouth, NL J3N 4B5"
E0351,20,None,None,None,Flagged,Pass,7,Moderate,Moderate,299-959-6132,"2821 Jorge Well Suite 428
Hernandeztown, MB M7A8P9"
E0352,151,None,None,Minor,None,Pass,7,Moderate,Moderate,(479)792-9122x73663,"224 Joel Street
Lake Jennifer, ON H8R2S6"
E0353,104,None,None,None,None,Pass,6,Low,Low,388.873.2489,"5140 Huff Mount
New Heidi, SK Y8C4R4"
E0354,18,None,None,Minor,None,Pass,7,Moderate,Moderate,+1-919-709-4123,"64242 Beard Plains Apt. 780
East Crystal, NU A8H 6Y2"
E0355,90,None,None,None,None,Pass,6,Low,Low,(793)266-3373x198,"11799 Paul Stream Suite 080
Lake Matthewport, QC L1J 1H2"
E0356,51,Minor,None,None,None,Pass,7,Moderate,Moderate,+1-238-791-3140x9767,"3595 Timothy Shores Suite 071
New Julie, ON A3M 1G4"
E0357,113,None,None,None,None,Pass,6,Low,Low,+1-372-407-9851x138,"395 Melinda Manor
Williamburgh, NS M1X 6Y9"
E0358,169,None,None,None,None,Pass,6,Low,Low,7867294201,"418 George Dam
Port Kathryntown, AB N9G 6N8"
E0359,34,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,001-903-241-1515x3010,"973 Orozco Ports Suite 347
Robinberg, AB L5Y8S5"
E0360,68,None,None,None,None,Pass,6,Low,Low,797.773.3226,"04166 Lawson Pass Suite 578
West Allison, YT T4T6J1"
E0361,127,None,None,None,None,Pass,6,Low,Low,486.997.4747,"22386 Fitzgerald Forks
Simsville, MB G8P7B5"
E0362,183,None,None,None,None,Pass,6,Low,Low,746.570.6962,"372 Bautista Highway
Sandraburgh, BC G3M 4R1"
E0363,102,None,None,None,None,Pass,6,Low,Low,001-830-504-3774x357,"9511 Hooper Tunnel Apt. 682
Florestown, BC B3H 3X2"
E0364,142,None,None,None,Flagged,Fail,8,Moderate,Moderate,+1-924-828-3605x704,"81654 Hernandez Lodge Suite 365
Aliciaberg, BC R9V 7E4"
E0365,194,None,None,None,None,Pass,6,Low,Low,5213175226,"04779 Sims Walks Suite 528
Paulafort, AB J1Y 5T5"
E0366,144,None,None,None,None,Fail,7,Moderate,Moderate,+1-307-843-6647x83900,"702 Marshall Ridges Suite 298
Wilkinsberg, PE E6E2B2"
E0367,191,None,None,None,None,Pass,6,Low,Low,5033888162,"774 Tara Way Suite 902
Rodriguezport, YT Y6P4S7"
E0368,30,None,None,None,None,Pass,6,Low,Low,877-295-6093,"5860 Olson Squares Apt. 624
South Christopher, YT N8K 2J3"
E0369,133,None,None,Minor,None,Pass,7,Moderate,Moderate,478-740-3400x9501,"096 Joseph Radial Suite 173
Michelestad, BC N9E 9G8"
E0370,185,None,None,None,None,Pass,6,Low,Low,6887459026,"371 Oliver Street
Lawrenceport, PE K6G 5P1"
E0371,98,None,None,None,None,Pass,6,Low,Low,+1-692-916-6793x0311,"6710 Jessica Rest Suite 422
Lake Rachel, NT V4N 7B1"
E0372,116,None,Within past year,Minor,None,Pass,9,Moderate,Moderate,001-463-661-8151x19549,"074 Mark Pike
Lake William, SK E1J 9V8"
E0373,142,None,None,None,None,Pass,6,Low,Low,+1-642-206-3338x47198,"137 Danielle Stravenue Suite 286
Jeremiahmouth, PE J5S4H8"
E0374,14,None,None,Minor,None,Pass,7,Moderate,Moderate,202.764.8753,"8507 Jesse Tunnel
Jacksonhaven, MB E3P4A4"
E0375,192,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,001-715-446-1068x1479,"911 Yu Neck Suite 047
Lake Rachel, NT H2N 3V1"
